location,population,date,HighestInfectionCount,PercentPopulationInfected
Bahrain,1701583,4/14/2021,159964,9.4
San Marino,33938,2/9/2021,3187,9.39
United States,331002647,4/9/2021,31084962,9.39
Slovenia,2078932,3/6/2021,195086,9.38
Israel,8655541,3/10/2021,811492,9.38
Luxembourg,625976,3/18/2021,58674,9.37
Andorra,77265,12/11/2020,7236,9.37
Czechia,10708982,2/3/2021,1003657,9.37
United States,331002647,4/8/2021,31002264,9.37
Serbia,6804596,4/9/2021,636418,9.35
Montenegro,628062,1/25/2021,58697,9.35
Israel,8655541,3/9/2021,808262,9.34
United States,331002647,4/7/2021,30922386,9.34
Slovenia,2078932,3/5/2021,194165,9.34
Luxembourg,625976,3/17/2021,58408,9.33
Bahrain,1701583,4/13/2021,158789,9.33
United States,331002647,4/6/2021,30847348,9.32
Andorra,77265,12/10/2020,7190,9.31
United States,331002647,4/5/2021,30786804,9.3
Slovenia,2078932,3/4/2021,193285,9.3
Serbia,6804596,4/8/2021,633013,9.3
Israel,8655541,3/8/2021,805116,9.3
Montenegro,628062,1/24/2021,58316,9.29
Czechia,10708982,2/2/2021,994514,9.29
Sweden,10099270,4/23/2021,938343,9.29
Sweden,10099270,4/24/2021,938343,9.29
Sweden,10099270,4/25/2021,938343,9.29
Sweden,10099270,4/26/2021,938343,9.29
United States,331002647,4/4/2021,30709125,9.28
Luxembourg,625976,3/16/2021,58111,9.28
United States,331002647,4/3/2021,30674153,9.27
Andorra,77265,12/9/2020,7162,9.27
Bahrain,1701583,4/12/2021,157729,9.27
Israel,8655541,3/7/2021,801575,9.26
Luxembourg,625976,3/15/2021,57926,9.25
United States,331002647,4/2/2021,30611086,9.25
Slovenia,2078932,3/3/2021,192266,9.25
Serbia,6804596,4/7/2021,629388,9.25
San Marino,33938,2/8/2021,3137,9.24
Israel,8655541,3/6/2021,799727,9.24
United States,331002647,4/1/2021,30541255,9.23
Sweden,10099270,4/22/2021,932076,9.23
Andorra,77265,12/8/2020,7127,9.22
Czechia,10708982,2/1/2021,987329,9.22
Montenegro,628062,1/23/2021,57929,9.22
San Marino,33938,2/6/2021,3127,9.21
San Marino,33938,2/7/2021,3127,9.21
Serbia,6804596,4/6/2021,625773,9.2
United States,331002647,3/31/2021,30462210,9.2
Israel,8655541,3/5/2021,796465,9.2
Czechia,10708982,1/31/2021,984774,9.2
Bahrain,1701583,4/11/2021,156462,9.2
Estonia,1326539,4/30/2021,122019,9.2
Slovenia,2078932,3/2/2021,191056,9.19
Luxembourg,625976,3/12/2021,57503,9.19
Luxembourg,625976,3/13/2021,57503,9.19
Luxembourg,625976,3/14/2021,57503,9.19
United States,331002647,3/30/2021,30395171,9.18
San Marino,33938,2/4/2021,3111,9.17
San Marino,33938,2/5/2021,3111,9.17
Estonia,1326539,4/29/2021,121657,9.17
Andorra,77265,12/7/2020,7084,9.17
Israel,8655541,3/4/2021,793407,9.17
Luxembourg,625976,3/11/2021,57321,9.16
United States,331002647,3/29/2021,30333922,9.16
Czechia,10708982,1/30/2021,980714,9.16
Montenegro,628062,1/22/2021,57482,9.15
Sweden,10099270,4/21/2021,924340,9.15
Slovenia,2078932,3/1/2021,190324,9.15
Slovenia,2078932,2/28/2021,190081,9.14
United States,331002647,3/28/2021,30264493,9.14
Estonia,1326539,4/28/2021,121232,9.14
Bahrain,1701583,4/10/2021,155402,9.13
United States,331002647,3/27/2021,30221396,9.13
Serbia,6804596,4/5/2021,621375,9.13
San Marino,33938,2/3/2021,3094,9.12
Slovenia,2078932,2/27/2021,189627,9.12
Andorra,77265,12/6/2020,7050,9.12
Israel,8655541,3/3/2021,789485,9.12
Luxembourg,625976,3/10/2021,57056,9.11
United States,331002647,3/26/2021,30158696,9.11
Estonia,1326539,4/27/2021,120836,9.11
United States,331002647,3/25/2021,30081375,9.09
Slovenia,2078932,2/26/2021,188676,9.08
Serbia,6804596,4/4/2021,617669,9.08
Sweden,10099270,4/20/2021,916830,9.08
Lithuania,2722291,4/30/2021,247269,9.08
Luxembourg,625976,3/9/2021,56822,9.08
Montenegro,628062,1/21/2021,56998,9.08
Czechia,10708982,1/29/2021,972642,9.08
Estonia,1326539,4/26/2021,120378,9.07
Bahrain,1701583,4/9/2021,154280,9.07
Andorra,77265,12/5/2020,7005,9.07
United States,331002647,3/24/2021,30013910,9.07
Israel,8655541,3/2/2021,785218,9.07
Estonia,1326539,4/25/2021,120215,9.06
Estonia,1326539,4/24/2021,120000,9.05
Luxembourg,625976,3/8/2021,56677,9.05
United States,331002647,3/23/2021,29926950,9.04
United States,331002647,3/22/2021,29873347,9.03
Slovenia,2078932,2/25/2021,187762,9.03
San Marino,33938,2/2/2021,3066,9.03
Serbia,6804596,4/3/2021,614365,9.03
Lithuania,2722291,4/29/2021,245896,9.03
Estonia,1326539,4/23/2021,119610,9.02
Czechia,10708982,1/28/2021,964660,9.01
Montenegro,628062,1/20/2021,56579,9.01
Israel,8655541,3/1/2021,779958,9.01
United States,331002647,3/21/2021,29821754,9.01
United States,331002647,3/20/2021,29787986,9
Slovenia,2078932,2/24/2021,187005,9
Andorra,77265,12/4/2020,6955,9
Bahrain,1701583,4/8/2021,153074,9
Estonia,1326539,4/22/2021,119218,8.99
Luxembourg,625976,3/5/2021,56296,8.99
Luxembourg,625976,3/6/2021,56296,8.99
Luxembourg,625976,3/7/2021,56296,8.99
Lithuania,2722291,4/28/2021,244555,8.98
United States,331002647,3/19/2021,29732612,8.98
Serbia,6804596,4/2/2021,610232,8.97
United States,331002647,3/18/2021,29670983,8.96
Luxembourg,625976,3/4/2021,56110,8.96
Israel,8655541,2/28/2021,775807,8.96
Montenegro,628062,1/19/2021,56228,8.95
United States,331002647,3/17/2021,29610445,8.95
Estonia,1326539,4/21/2021,118789,8.95
Andorra,77265,12/3/2020,6904,8.94
Slovenia,2078932,2/23/2021,185916,8.94
United States,331002647,3/16/2021,29551309,8.93
Luxembourg,625976,3/3/2021,55902,8.93
Israel,8655541,2/27/2021,773335,8.93
Bahrain,1701583,4/7/2021,151931,8.93
Czechia,10708982,1/27/2021,956155,8.93
Estonia,1326539,4/20/2021,118317,8.92
Lithuania,2722291,4/27/2021,242926,8.92
Israel,8655541,2/26/2021,770780,8.91
United States,331002647,3/15/2021,29497352,8.91
San Marino,33938,1/31/2021,3025,8.91
San Marino,33938,2/1/2021,3025,8.91
Sweden,10099270,4/16/2021,900138,8.91
Sweden,10099270,4/17/2021,900138,8.91
Sweden,10099270,4/18/2021,900138,8.91
Sweden,10099270,4/19/2021,900138,8.91
Serbia,6804596,4/1/2021,605406,8.9
Slovenia,2078932,2/22/2021,185014,8.9
Slovenia,2078932,2/21/2021,184767,8.89
United States,331002647,3/14/2021,29440686,8.89
Netherlands,17134873,4/30/2021,1522973,8.89
Luxembourg,625976,3/2/2021,55632,8.89
Lithuania,2722291,4/26/2021,241872,8.88
Montenegro,628062,1/18/2021,55803,8.88
United States,331002647,3/13/2021,29402465,8.88
Estonia,1326539,4/19/2021,117782,8.88
Israel,8655541,2/25/2021,767726,8.87
United States,331002647,3/12/2021,29349533,8.87
Slovenia,2078932,2/20/2021,184352,8.87
Estonia,1326539,4/18/2021,117554,8.86
Bahrain,1701583,4/6/2021,150811,8.86
Andorra,77265,12/2/2020,6842,8.86
Lithuania,2722291,4/25/2021,241297,8.86
Luxembourg,625976,3/1/2021,55480,8.86
United States,331002647,3/11/2021,29288010,8.85
Sweden,10099270,4/15/2021,892480,8.84
Lithuania,2722291,4/24/2021,240522,8.84
Montenegro,628062,1/17/2021,55493,8.84
Netherlands,17134873,4/29/2021,1515165,8.84
Czechia,10708982,1/26/2021,946946,8.84
United States,331002647,3/10/2021,29225536,8.83
San Marino,33938,1/29/2021,2996,8.83
San Marino,33938,1/30/2021,2996,8.83
Serbia,6804596,3/31/2021,600596,8.83
Slovenia,2078932,2/19/2021,183396,8.82
Estonia,1326539,4/17/2021,117011,8.82
Israel,8655541,2/24/2021,763756,8.82
United States,331002647,3/9/2021,29167616,8.81
Luxembourg,625976,2/26/2021,55110,8.8
Luxembourg,625976,2/27/2021,55110,8.8
Luxembourg,625976,2/28/2021,55110,8.8
Estonia,1326539,4/16/2021,116678,8.8
Bahrain,1701583,4/5/2021,149791,8.8
Andorra,77265,12/1/2020,6790,8.79
United States,331002647,3/8/2021,29109974,8.79
Lithuania,2722291,4/23/2021,239263,8.79
Netherlands,17134873,4/28/2021,1506476,8.79
Montenegro,628062,1/16/2021,55136,8.78
Israel,8655541,2/23/2021,759572,8.78
Czechia,10708982,1/25/2021,940004,8.78
United States,331002647,3/7/2021,29064938,8.78
Slovenia,2078932,2/18/2021,182484,8.78
Sweden,10099270,4/14/2021,885385,8.77
United States,331002647,3/6/2021,29023931,8.77
Luxembourg,625976,2/25/2021,54871,8.77
Czechia,10708982,1/24/2021,937617,8.76
Estonia,1326539,4/15/2021,116200,8.76
Bahrain,1701583,4/4/2021,148817,8.75
United States,331002647,3/5/2021,28965728,8.75
San Marino,33938,1/28/2021,2969,8.75
Serbia,6804596,3/30/2021,595489,8.75
Slovenia,2078932,2/17/2021,181606,8.74
Lithuania,2722291,4/22/2021,237950,8.74
Netherlands,17134873,4/27/2021,1497806,8.74
Luxembourg,625976,2/24/2021,54678,8.73
Andorra,77265,11/30/2020,6745,8.73
United States,331002647,3/4/2021,28899277,8.73
Israel,8655541,2/22/2021,754998,8.72
Czechia,10708982,1/23/2021,933361,8.72
Estonia,1326539,4/14/2021,115629,8.72
United States,331002647,3/3/2021,28831226,8.71
Montenegro,628062,1/15/2021,54730,8.71
Netherlands,17134873,4/26/2021,1492437,8.71
Lithuania,2722291,4/21/2021,236533,8.69
Andorra,77265,11/29/2020,6712,8.69
United States,331002647,3/2/2021,28764033,8.69
Slovenia,2078932,2/16/2021,180520,8.68
Sweden,10099270,4/13/2021,876506,8.68
Luxembourg,625976,2/23/2021,54354,8.68
Estonia,1326539,4/13/2021,115080,8.68
Bahrain,1701583,4/3/2021,147770,8.68
United States,331002647,3/1/2021,28706973,8.67
San Marino,33938,1/27/2021,2941,8.67
Israel,8655541,2/21/2021,750043,8.67
Netherlands,17134873,4/25/2021,1486205,8.67
United States,331002647,2/28/2021,28648744,8.66
Slovenia,2078932,2/15/2021,179780,8.65
Montenegro,628062,1/14/2021,54316,8.65
Lithuania,2722291,4/20/2021,235383,8.65
Luxembourg,625976,2/22/2021,54172,8.65
Czechia,10708982,1/22/2021,924847,8.64
United States,331002647,2/27/2021,28597387,8.64
Slovenia,2078932,2/14/2021,179477,8.63
Netherlands,17134873,4/24/2021,1478144,8.63
Estonia,1326539,4/12/2021,114443,8.63
Slovenia,2078932,2/13/2021,179148,8.62
United States,331002647,2/26/2021,28532812,8.62
Estonia,1326539,4/11/2021,114174,8.61
Bahrain,1701583,4/2/2021,146454,8.61
United States,331002647,2/25/2021,28455466,8.6
Serbia,6804596,3/28/2021,585506,8.6
Serbia,6804596,3/29/2021,585506,8.6
Lithuania,2722291,4/19/2021,234232,8.6
Israel,8655541,2/19/2021,744513,8.6
Israel,8655541,2/20/2021,744513,8.6
Luxembourg,625976,2/19/2021,53782,8.59
Luxembourg,625976,2/20/2021,53782,8.59
Luxembourg,625976,2/21/2021,53782,8.59
San Marino,33938,1/26/2021,2915,8.59
Lithuania,2722291,4/18/2021,233631,8.58
Netherlands,17134873,4/23/2021,1470037,8.58
Montenegro,628062,1/13/2021,53840,8.57
Israel,8655541,2/18/2021,741934,8.57
Czechia,10708982,1/21/2021,917359,8.57
Estonia,1326539,4/10/2021,113736,8.57
United States,331002647,2/24/2021,28377965,8.57
Slovenia,2078932,2/12/2021,178133,8.57
Luxembourg,625976,2/18/2021,53562,8.56
Lithuania,2722291,4/17/2021,232829,8.55
Serbia,6804596,3/27/2021,581617,8.55
United States,331002647,2/23/2021,28303233,8.55
Andorra,77265,11/27/2020,6610,8.55
Andorra,77265,11/28/2020,6610,8.55
Bahrain,1701583,4/1/2021,145380,8.54
Belgium,11589616,4/30/2021,990229,8.54
Estonia,1326539,4/9/2021,113098,8.53
Israel,8655541,2/17/2021,738629,8.53
Netherlands,17134873,4/22/2021,1460753,8.53
United States,331002647,2/22/2021,28230970,8.53
Slovenia,2078932,2/11/2021,177140,8.52
Luxembourg,625976,2/17/2021,53329,8.52
Lithuania,2722291,4/16/2021,231601,8.51
Belgium,11589616,4/29/2021,986622,8.51
United States,331002647,2/21/2021,28174750,8.51
San Marino,33938,1/25/2021,2889,8.51
Sweden,10099270,4/9/2021,857401,8.49
Sweden,10099270,4/10/2021,857401,8.49
Sweden,10099270,4/11/2021,857401,8.49
Sweden,10099270,4/12/2021,857401,8.49
United States,331002647,2/20/2021,28117670,8.49
Montenegro,628062,1/12/2021,53338,8.49
Israel,8655541,2/16/2021,734575,8.49
Bahrain,1701583,3/31/2021,144445,8.49
Czechia,10708982,1/20/2021,909131,8.49
Belgium,11589616,4/28/2021,982959,8.48
Luxembourg,625976,2/16/2021,53062,8.48
Lithuania,2722291,4/15/2021,230462,8.47
Netherlands,17134873,4/21/2021,1451071,8.47
United States,331002647,2/19/2021,28046145,8.47
San Marino,33938,1/23/2021,2874,8.47
San Marino,33938,1/24/2021,2874,8.47
Estonia,1326539,4/8/2021,112421,8.47
Andorra,77265,11/26/2020,6534,8.46
Slovenia,2078932,2/10/2021,175795,8.46
United States,331002647,2/18/2021,27966848,8.45
Luxembourg,625976,2/15/2021,52923,8.45
Panama,4314768,4/30/2021,364576,8.45
Belgium,11589616,4/27/2021,979034,8.45
Bahrain,1701583,3/30/2021,143574,8.44
Panama,4314768,4/29/2021,364218,8.44
Israel,8655541,2/15/2021,730293,8.44
Panama,4314768,4/27/2021,363533,8.43
Panama,4314768,4/28/2021,363895,8.43
United States,331002647,2/17/2021,27896924,8.43
San Marino,33938,1/22/2021,2861,8.43
Panama,4314768,4/26/2021,363165,8.42
Lithuania,2722291,4/14/2021,229260,8.42
Netherlands,17134873,4/20/2021,1442481,8.42
Belgium,11589616,4/26/2021,976088,8.42
Estonia,1326539,4/7/2021,111664,8.42
Belgium,11589616,4/25/2021,974418,8.41
United States,331002647,2/16/2021,27826806,8.41
Sweden,10099270,4/8/2021,849629,8.41
Montenegro,628062,1/11/2021,52819,8.41
Panama,4314768,4/24/2021,362696,8.41
Panama,4314768,4/25/2021,362967,8.41
Panama,4314768,4/23/2021,362358,8.4
Czechia,10708982,1/19/2021,899503,8.4
Serbia,6804596,3/25/2021,571895,8.4
Serbia,6804596,3/26/2021,571895,8.4
Slovenia,2078932,2/9/2021,174364,8.39
United States,331002647,2/15/2021,27764087,8.39
Panama,4314768,4/22/2021,361992,8.39
Luxembourg,625976,2/12/2021,52539,8.39
Luxembourg,625976,2/13/2021,52539,8.39
Luxembourg,625976,2/14/2021,52539,8.39
Belgium,11589616,4/24/2021,972041,8.39
Bahrain,1701583,3/29/2021,142669,8.38
Panama,4314768,4/21/2021,361678,8.38
Netherlands,17134873,4/19/2021,1435601,8.38
Israel,8655541,2/14/2021,724380,8.37
Panama,4314768,4/19/2021,361044,8.37
Panama,4314768,4/20/2021,361319,8.37
Lithuania,2722291,4/13/2021,227889,8.37
Luxembourg,625976,2/11/2021,52392,8.37
United States,331002647,2/14/2021,27709901,8.37
Slovenia,2078932,2/8/2021,174000,8.37
Slovenia,2078932,2/7/2021,173702,8.36
Panama,4314768,4/17/2021,360597,8.36
Panama,4314768,4/18/2021,360841,8.36
Panama,4314768,4/16/2021,360249,8.35
Montenegro,628062,1/10/2021,52431,8.35
Luxembourg,625976,2/10/2021,52247,8.35
San Marino,33938,1/21/2021,2833,8.35
United States,331002647,2/13/2021,27644880,8.35
Belgium,11589616,4/23/2021,968107,8.35
Bahrain,1701583,3/28/2021,141845,8.34
Estonia,1326539,4/6/2021,110680,8.34
Panama,4314768,4/15/2021,359830,8.34
Netherlands,17134873,4/18/2021,1428440,8.34
Israel,8655541,2/13/2021,721846,8.34
Sweden,10099270,4/7/2021,841807,8.34
United States,331002647,2/12/2021,27557758,8.33
Slovenia,2078932,2/6/2021,173201,8.33
Serbia,6804596,3/24/2021,566669,8.33
Czechia,10708982,1/18/2021,891852,8.33
France,68147687,4/30/2021,5677835,8.33
Lithuania,2722291,4/12/2021,226783,8.33
Panama,4314768,4/14/2021,359516,8.33
Panama,4314768,4/12/2021,358792,8.32
Panama,4314768,4/13/2021,359121,8.32
Belgium,11589616,4/22/2021,964526,8.32
Andorra,77265,11/25/2020,6428,8.32
Panama,4314768,4/10/2021,358377,8.31
Panama,4314768,4/11/2021,358611,8.31
Lithuania,2722291,4/11/2021,226173,8.31
Luxembourg,625976,2/9/2021,52022,8.31
Israel,8655541,2/12/2021,718746,8.3
Panama,4314768,4/9/2021,358098,8.3
United States,331002647,2/11/2021,27458120,8.3
France,68147687,4/29/2021,5653533,8.3
Czechia,10708982,1/17/2021,889159,8.3
Panama,4314768,4/8/2021,357704,8.29
Luxembourg,625976,2/8/2021,51879,8.29
Netherlands,17134873,4/17/2021,1419871,8.29
San Marino,33938,1/20/2021,2815,8.29
Slovenia,2078932,2/5/2021,172299,8.29
Bahrain,1701583,3/27/2021,140818,8.28
Belgium,11589616,4/21/2021,960169,8.28
Estonia,1326539,4/5/2021,109781,8.28
Montenegro,628062,1/9/2021,51999,8.28
Panama,4314768,4/7/2021,357277,8.28
Lithuania,2722291,4/10/2021,225308,8.28
Panama,4314768,4/6/2021,356913,8.27
Sweden,10099270,4/6/2021,834993,8.27
United States,331002647,2/10/2021,27352360,8.26
San Marino,33938,1/19/2021,2803,8.26
Panama,4314768,4/4/2021,356377,8.26
Panama,4314768,4/5/2021,356556,8.26
Israel,8655541,2/11/2021,714812,8.26
France,68147687,4/28/2021,5626985,8.26
Czechia,10708982,1/16/2021,883906,8.25
Estonia,1326539,4/4/2021,109399,8.25
Serbia,6804596,3/23/2021,561372,8.25
Panama,4314768,4/2/2021,355850,8.25
Panama,4314768,4/3/2021,356073,8.25
Panama,4314768,4/1/2021,355499,8.24
Netherlands,17134873,4/16/2021,1411474,8.24
Lithuania,2722291,4/9/2021,224309,8.24
Belgium,11589616,4/20/2021,955056,8.24
Slovenia,2078932,2/4/2021,171340,8.24
United States,331002647,2/9/2021,27257183,8.23
Luxembourg,625976,2/5/2021,51512,8.23
Luxembourg,625976,2/6/2021,51512,8.23
Luxembourg,625976,2/7/2021,51512,8.23
Panama,4314768,3/31/2021,355051,8.23
Panama,4314768,3/30/2021,354604,8.22
Montenegro,628062,1/8/2021,51596,8.22
Bahrain,1701583,3/26/2021,139953,8.22
Andorra,77265,11/24/2020,6351,8.22
Belgium,11589616,4/19/2021,951626,8.21
France,68147687,4/27/2021,5595403,8.21
Estonia,1326539,4/3/2021,108937,8.21
United States,331002647,2/8/2021,27161551,8.21
San Marino,33938,1/18/2021,2787,8.21
Panama,4314768,3/29/2021,354085,8.21
Panama,4314768,3/28/2021,353839,8.2
Lithuania,2722291,4/8/2021,223127,8.2
Luxembourg,625976,2/4/2021,51330,8.2
Israel,8655541,2/10/2021,709729,8.2
Portugal,10196707,4/29/2021,836033,8.2
Portugal,10196707,4/30/2021,836493,8.2
Belgium,11589616,4/18/2021,949996,8.2
Portugal,10196707,4/26/2021,834638,8.19
Portugal,10196707,4/27/2021,834991,8.19
Portugal,10196707,4/28/2021,835563,8.19
Panama,4314768,3/27/2021,353497,8.19
San Marino,33938,1/16/2021,2778,8.19
San Marino,33938,1/17/2021,2778,8.19
United States,331002647,2/7/2021,27071236,8.18
Slovenia,2078932,2/3/2021,170101,8.18
Bahrain,1701583,3/25/2021,139124,8.18
Panama,4314768,3/26/2021,353017,8.18
Portugal,10196707,4/24/2021,833964,8.18
Portugal,10196707,4/25/2021,834442,8.18
Netherlands,17134873,4/15/2021,1402433,8.18
Panama,4314768,3/25/2021,352579,8.17
Portugal,10196707,4/22/2021,832891,8.17
Portugal,10196707,4/23/2021,833397,8.17
Luxembourg,625976,2/3/2021,51128,8.17
Serbia,6804596,3/22/2021,555897,8.17
Belgium,11589616,4/17/2021,947000,8.17
Estonia,1326539,4/2/2021,108418,8.17
France,68147687,4/26/2021,5565080,8.17
Czechia,10708982,1/15/2021,874605,8.17
Andorra,77265,11/23/2020,6304,8.16
France,68147687,4/25/2021,5559121,8.16
Lithuania,2722291,4/7/2021,222020,8.16
Portugal,10196707,4/20/2021,831645,8.16
Portugal,10196707,4/21/2021,832255,8.16
Panama,4314768,3/24/2021,352082,8.16
Panama,4314768,3/23/2021,351667,8.15
Montenegro,628062,1/7/2021,51160,8.15
Portugal,10196707,4/17/2021,830560,8.15
Portugal,10196707,4/18/2021,831001,8.15
Portugal,10196707,4/19/2021,831221,8.15
San Marino,33938,1/15/2021,2767,8.15
United States,331002647,2/6/2021,26981588,8.15
Belgium,11589616,4/16/2021,943213,8.14
Portugal,10196707,4/16/2021,829911,8.14
Panama,4314768,3/22/2021,351213,8.14
Panama,4314768,3/20/2021,350665,8.13
Panama,4314768,3/21/2021,350991,8.13
Portugal,10196707,4/14/2021,828857,8.13
Portugal,10196707,4/15/2021,829358,8.13
Netherlands,17134873,4/14/2021,1393543,8.13
Israel,8655541,2/9/2021,703719,8.13
Luxembourg,625976,2/2/2021,50923,8.13
Bahrain,1701583,3/24/2021,138283,8.13
France,68147687,4/24/2021,5534656,8.12
United States,331002647,2/5/2021,26877601,8.12
Panama,4314768,3/19/2021,350220,8.12
Portugal,10196707,4/11/2021,827494,8.12
Portugal,10196707,4/12/2021,827765,8.12
Portugal,10196707,4/13/2021,828173,8.12
Portugal,10196707,4/10/2021,826928,8.11
Lithuania,2722291,4/6/2021,220900,8.11
Luxembourg,625976,2/1/2021,50733,8.1
Portugal,10196707,4/8/2021,825633,8.1
Portugal,10196707,4/9/2021,826327,8.1
Panama,4314768,3/18/2021,349505,8.1
Netherlands,17134873,4/13/2021,1387961,8.1
Belgium,11589616,4/15/2021,939309,8.1
Andorra,77265,11/22/2020,6256,8.1
Slovenia,2078932,2/2/2021,168486,8.1
Serbia,6804596,3/21/2021,551128,8.1
Lithuania,2722291,4/5/2021,220212,8.09
Panama,4314768,3/17/2021,349020,8.09
Portugal,10196707,4/7/2021,825031,8.09
Croatia,4105268,4/30/2021,332183,8.09
Czechia,10708982,1/14/2021,866522,8.09
Estonia,1326539,4/1/2021,107253,8.09
Bahrain,1701583,3/23/2021,137550,8.08
United States,331002647,2/4/2021,26743204,8.08
Portugal,10196707,4/5/2021,823494,8.08
Portugal,10196707,4/6/2021,824368,8.08
Panama,4314768,3/16/2021,348580,8.08
Panama,4314768,3/15/2021,348155,8.07
Montenegro,628062,1/6/2021,50697,8.07
Hungary,9660350,4/30/2021,779348,8.07
Portugal,10196707,4/2/2021,822862,8.07
Portugal,10196707,4/3/2021,823142,8.07
Portugal,10196707,4/4/2021,823335,8.07
Lithuania,2722291,4/4/2021,219607,8.07
Belgium,11589616,4/14/2021,935316,8.07
France,68147687,4/23/2021,5502014,8.07
Netherlands,17134873,4/12/2021,1381182,8.06
Panama,4314768,3/13/2021,347641,8.06
Panama,4314768,3/14/2021,347919,8.06
Portugal,10196707,3/31/2021,821722,8.06
Portugal,10196707,4/1/2021,822314,8.06
San Marino,33938,1/14/2021,2737,8.06
Sweden,10099270,4/1/2021,813191,8.05
Sweden,10099270,4/2/2021,813191,8.05
Sweden,10099270,4/3/2021,813191,8.05
Sweden,10099270,4/4/2021,813191,8.05
Sweden,10099270,4/5/2021,813191,8.05
Portugal,10196707,3/28/2021,820407,8.05
Portugal,10196707,3/29/2021,820716,8.05
Portugal,10196707,3/30/2021,821104,8.05
Luxembourg,625976,1/29/2021,50388,8.05
Luxembourg,625976,1/30/2021,50388,8.05
Luxembourg,625976,1/31/2021,50388,8.05
Panama,4314768,3/12/2021,347226,8.05
Israel,8655541,2/8/2021,696528,8.05
Portugal,10196707,3/26/2021,819698,8.04
Portugal,10196707,3/27/2021,820042,8.04
Panama,4314768,3/11/2021,346775,8.04
Lithuania,2722291,4/3/2021,218878,8.04
Hungary,9660350,4/29/2021,776983,8.04
Bahrain,1701583,3/22/2021,136741,8.04
Croatia,4105268,4/29/2021,330176,8.04
Serbia,6804596,3/20/2021,546896,8.04
United States,331002647,2/3/2021,26619229,8.04
Slovenia,2078932,2/1/2021,166836,8.03
Portugal,10196707,3/24/2021,818787,8.03
Portugal,10196707,3/25/2021,819210,8.03
Panama,4314768,3/10/2021,346301,8.03
France,68147687,4/22/2021,5469674,8.03
Andorra,77265,11/21/2020,6207,8.03
Belgium,11589616,4/13/2021,930603,8.03
Estonia,1326539,3/31/2021,106424,8.02
San Marino,33938,1/13/2021,2723,8.02
Netherlands,17134873,4/11/2021,1374451,8.02
Portugal,10196707,3/21/2021,817530,8.02
Portugal,10196707,3/22/2021,817778,8.02
Portugal,10196707,3/23/2021,818212,8.02
Luxembourg,625976,1/28/2021,50228,8.02
Hungary,9660350,4/28/2021,774399,8.02
Panama,4314768,3/9/2021,345759,8.01
Portugal,10196707,3/19/2021,816623,8.01
